"","sp2_name","sp1_name","sp1","sp2","sp1_inc","sp2_inc","obs_cooccur","prob_cooccur","exp_cooccur","p_lt","p_gt","PhylumITS","ClassITS","OrderITS","FamilyITS","GenusITS","SpeciesITS","Phylum16S","Class16S","Order16S","Family16S","Genus16S","Species16S"
"1","ASV10040","ITS15",15,2066,15,13,0,0.037,2.7,0.03658,1,"Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Exserohilum","Exserohilum_turcicum","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","Paracoccus"
"2","ASV10040","ITS396",396,2066,17,13,0,0.041,3,0.02191,1,"Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria","Phaeosphaeria_ampeli","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","Paracoccus"
"3","ASV10040","ITS626",626,2066,14,13,0,0.034,2.5,0.04691,1,"Ascomycota","Dothideomycetes","Capnodiales","Capnodiales","Capnodiales","Capnodiales","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","Paracoccus"
"4","ASV10040","ITS100",100,2066,18,13,0,0.044,3.2,0.01682,1,"Ascomycota","Sordariomycetes","Ophiostomatales","Ophiostomataceae","Ophiostoma","Ophiostoma_denticiliatum","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","Paracoccus"
"5","ASV10095","ITS451",451,1768,13,17,0,0.041,3,0.02191,1,"Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Piromyces","unidentified","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 9","Prevotella 9"
"6","ASV10095","ITS711",711,1768,13,17,0,0.041,3,0.02191,1,"Ascomycota","Sordariomycetes","Microascales","Microascaceae","Lophotrichus","Lophotrichus_fimeti","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 9","Prevotella 9"
"7","ASV10103","ITS685",685,2238,6,29,0,0.033,2.4,0.04147,1,"Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Iodophanus","Iodophanus_testaceus","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","[Eubacterium] coprostanoligenes group","[Eubacterium] coprostanoligenes group"
"8","ASV10103","ITS859",859,2238,6,29,0,0.033,2.4,0.04147,1,"Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Leptospora","unidentified","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","[Eubacterium] coprostanoligenes group","[Eubacterium] coprostanoligenes group"
"9","ASV10146","ITS1092",1092,1425,3,48,0,0.027,2,0.03698,1,"Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Microbotryomycetes_fam_Incertae_sedis","Curvibasidium","Curvibasidium_cygneicollum","Deinococcus-Thermus","Deinococci","Deinococcales","Trueperaceae","Truepera","Truepera"
"10","ASV1016","ITS451",451,2174,13,14,0,0.034,2.5,0.04691,1,"Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Piromyces","unidentified","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae","Lachnospiraceae"
"11","ASV10171","ITS1083",1083,1505,3,54,0,0.03,2.2,0.01558,1,"Ascomycota","Sordariomycetes","Sordariomycetes","Sordariomycetes","Sordariomycetes","Sordariomycetes","Bacteroidetes","Bacteroidia","Bacteroidales","M2PB4-65 termite group","uncultured prokaryote","uncultured prokaryote"
"12","ASV10171","ITS496",496,1505,3,54,0,0.03,2.2,0.01558,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Bacteroidetes","Bacteroidia","Bacteroidales","M2PB4-65 termite group","uncultured prokaryote","uncultured prokaryote"
"13","ASV10171","ITS1092",1092,1505,3,54,0,0.03,2.2,0.01558,1,"Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Microbotryomycetes_fam_Incertae_sedis","Curvibasidium","Curvibasidium_cygneicollum","Bacteroidetes","Bacteroidia","Bacteroidales","M2PB4-65 termite group","uncultured prokaryote","uncultured prokaryote"
"14","ASV10171","ITS1026",1026,1505,4,54,0,0.041,3,0.00356,1,"Ascomycota","Dothideomycetes","Pleosporales","Pleosporales","Pleosporales","Pleosporales","Bacteroidetes","Bacteroidia","Bacteroidales","M2PB4-65 termite group","uncultured prokaryote","uncultured prokaryote"
"15","ASV10208","ITS608",608,1262,2,60,0,0.023,1.6,0.02968,1,"Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Moheibacter","Moheibacter stercoris"
"16","ASV10221","ITS329",329,1451,11,22,0,0.045,3.3,0.01338,1,"Ascomycota","Eurotiomycetes","Onygenales","Onygenales_fam_Incertae_sedis","Chrysosporium","Chrysosporium_synchronum","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","Stenotrophomonas"
"17","ASV10221","ITS750",750,1451,8,22,0,0.033,2.4,0.04737,1,"Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus_caesiellus","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","Stenotrophomonas"
"18","ASV10221","ITS498",498,1451,8,22,0,0.033,2.4,0.04737,1,"Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_melanoconidium","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","Stenotrophomonas"
"19","ASV10221","ITS335",335,1451,11,22,0,0.045,3.3,0.01338,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","Stenotrophomonas"
"20","ASV10259","ITS1092",1092,1191,3,51,0,0.029,2.1,0.02476,1,"Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Microbotryomycetes_fam_Incertae_sedis","Curvibasidium","Curvibasidium_cygneicollum","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","uncultured","Chishuiella sp. YIM 102668"
"21","ASV10259","ITS133",133,1191,4,51,0,0.038,2.8,0.00672,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","uncultured","Chishuiella sp. YIM 102668"
"22","ASV10259","ITS496",496,1191,3,51,0,0.029,2.1,0.02476,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","uncultured","Chishuiella sp. YIM 102668"
"23","ASV10259","ITS1083",1083,1191,3,51,0,0.029,2.1,0.02476,1,"Ascomycota","Sordariomycetes","Sordariomycetes","Sordariomycetes","Sordariomycetes","Sordariomycetes","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","uncultured","Chishuiella sp. YIM 102668"
"24","ASV10262","ITS817",817,1241,6,37,0,0.042,3,0.01144,1,"Basidiomycota","Microbotryomycetes","Leucosporidiales","Leucosporidiaceae","Leucosporidium","Leucosporidium_creatinivorum","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola","Fluviicola"
"25","ASV10262","ITS624",624,1241,6,37,0,0.042,3,0.01144,1,"Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Ophiosphaerella","Ophiosphaerella_aquatica","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola","Fluviicola"
"26","ASV10285","ITS211",211,1849,25,9,0,0.042,3.1,0.01728,1,"Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Sarocladium","Sarocladium_zeae","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae","Rhizobiaceae"
"27","ASV10356","ITS603",603,1958,6,28,0,0.032,2.3,0.04785,1,"Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Bipolaris","Bipolaris_sorokiniana","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides"
"28","ASV10356","ITS614",614,1958,6,28,0,0.032,2.3,0.04785,1,"Ascomycota","Dothideomycetes","Pleosporales","Coniothyriaceae","Coniothyrium","unidentified","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides"
"29","ASV10356","ITS624",624,1958,6,28,0,0.032,2.3,0.04785,1,"Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Ophiosphaerella","Ophiosphaerella_aquatica","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides"
"30","ASV10359","ITS540",540,1673,12,18,0,0.041,3,0.02386,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium"
"31","ASV10359","ITS773",773,1673,11,18,0,0.037,2.7,0.03362,1,"Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Armillaria","Armillaria_borealis","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium"
"32","ASV10359","ITS335",335,1673,11,18,0,0.037,2.7,0.03362,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium"
"33","ASV10359","ITS544",544,1673,13,18,0,0.044,3.2,0.01682,1,"Ascomycota","Laboulbeniomycetes","Pyxidiophorales","unidentified","unidentified","unidentified","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium"
"34","ASV10359","ITS442",442,1673,10,18,0,0.034,2.5,0.04707,1,"Ascomycota","Ascomycota","Ascomycota","Ascomycota","Ascomycota","Ascomycota","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium"
"35","ASV10383","ITS580",580,2319,7,26,0,0.034,2.5,0.0386,1,"Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidiaceae","Filobasidiaceae","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae","Lachnospiraceae"
"36","ASV10393","ITS1040",1040,1559,4,45,0,0.034,2.5,0.01881,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera","Cyberlindnera_culbertsonii","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Fastidiosipila","Clostridiales bacterium CAT 12a"
"37","ASV10464","ITS624",624,1552,6,30,0,0.034,2.5,0.03581,1,"Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Ophiosphaerella","Ophiosphaerella_aquatica","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae","Rhodobacteraceae"
"38","ASV10464","ITS169",169,1552,6,30,0,0.034,2.5,0.03581,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae","Rhodobacteraceae"
"39","ASV10485","ITS786",786,1978,7,25,0,0.033,2.4,0.04519,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderiaceae","Burkholderiaceae"
"40","ASV10490","ITS733",733,1677,3,47,0,0.026,1.9,0.0418,1,"Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora_terricola","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","uncultured Bacteroides sp."
"41","ASV10505","ITS498",498,2295,8,22,0,0.033,2.4,0.04737,1,"Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_melanoconidium","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium"
"42","ASV10513","ITS721",721,2260,5,35,0,0.033,2.4,0.03342,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-009","uncultured bacterium"
"43","ASV10515","ITS498",498,1985,8,29,0,0.044,3.2,0.01318,1,"Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_melanoconidium","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","Paraburkholderia tropica","Paraburkholderia tropica"
"44","ASV10548","ITS624",624,1819,6,31,0,0.035,2.5,0.03082,1,"Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Ophiosphaerella","Ophiosphaerella_aquatica","Bacteroidetes","Bacteroidia","Chitinophagales","uncultured","uncultured bacterium","uncultured bacterium"
"45","ASV1056","ITS1026",1026,1662,4,43,0,0.032,2.4,0.02518,1,"Ascomycota","Dothideomycetes","Pleosporales","Pleosporales","Pleosporales","Pleosporales","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Romboutsia","Romboutsia"
"46","ASV1056","ITS721",721,1662,5,43,0,0.04,2.9,0.00949,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Romboutsia","Romboutsia"
"47","ASV10591","ITS142",142,2257,23,10,0,0.043,3.2,0.01653,1,"Ascomycota","Dothideomycetes","Pleosporales","Coniothyriaceae","Coniothyrium","unidentified","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Fastidiosipila","uncultured Clostridium sp."
"48","ASV10608","ITS675",675,1604,6,31,0,0.035,2.5,0.03082,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Nakazawaea","Nakazawaea_ishiwadae","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured","uncultured bacterium"
"49","ASV10608","ITS832",832,1604,7,31,0,0.041,3,0.01656,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Pichia","Pichia_myanmarensis","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured","uncultured bacterium"
"50","ASV10608","ITS624",624,1604,6,31,0,0.035,2.5,0.03082,1,"Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Ophiosphaerella","Ophiosphaerella_aquatica","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured","uncultured bacterium"
"51","ASV10608","ITS817",817,1604,6,31,0,0.035,2.5,0.03082,1,"Basidiomycota","Microbotryomycetes","Leucosporidiales","Leucosporidiaceae","Leucosporidium","Leucosporidium_creatinivorum","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured","uncultured bacterium"
"52","ASV10608","ITS1013",1013,1604,6,31,0,0.035,2.5,0.03082,1,"Basidiomycota","Agaricomycetes","Cantharellales","Cantharellales_fam_Incertae_sedis","Sistotrema","Sistotrema_brinkmannii","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured","uncultured bacterium"
"53","ASV10623","ITS868",868,1544,2,61,0,0.023,1.7,0.02511,1,"Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus_caesiellus","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides"
"54","ASV10623","ITS19",19,1544,2,61,0,0.023,1.7,0.02511,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides"
"55","ASV10623","ITS628",628,1544,2,61,0,0.023,1.7,0.02511,1,"Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum_domesticum","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides"
"56","ASV10623","ITS52",52,1544,2,61,0,0.023,1.7,0.02511,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides"
"57","ASV10623","ITS101",101,1544,2,61,0,0.023,1.7,0.02511,1,"Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides"
"58","ASV10645","ITS1020",1020,2196,5,34,0,0.032,2.3,0.03833,1,"Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Mycosphaerella","Mycosphaerella_tassiana","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis","uncultured bacterium"
"59","ASV10646","ITS540",540,2006,12,17,0,0.038,2.8,0.03037,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae R-7 group","uncultured Clostridiales bacterium"
"60","ASV10647","ITS1040",1040,1116,4,47,0,0.035,2.6,0.01374,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera","Cyberlindnera_culbertsonii","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter","Psychrobacter"
"61","ASV10694","ITS683",683,2087,8,25,0,0.038,2.7,0.02807,1,"Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Iodophanus","Iodophanus_testaceus","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","uncultured bacterium"
"62","ASV10707","ITS641",641,1651,8,27,0,0.041,3,0.01941,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera","Cyberlindnera_rhodanensis","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Ornithinicoccus","uncultured bacterium"
"63","ASV10708","ITS1092",1092,1344,3,57,0,0.032,2.3,0.009,1,"Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Microbotryomycetes_fam_Incertae_sedis","Curvibasidium","Curvibasidium_cygneicollum","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia","Devosia"
"64","ASV10719","ITS817",817,1535,6,38,0,0.043,3.1,0.00954,1,"Basidiomycota","Microbotryomycetes","Leucosporidiales","Leucosporidiaceae","Leucosporidium","Leucosporidium_creatinivorum","Bacteroidetes","Bacteroidia","Bacteroidetes VC2.1 Bac22","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"65","ASV10719","ITS624",624,1535,6,38,0,0.043,3.1,0.00954,1,"Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Ophiosphaerella","Ophiosphaerella_aquatica","Bacteroidetes","Bacteroidia","Bacteroidetes VC2.1 Bac22","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"66","ASV10719","ITS721",721,1535,5,38,0,0.036,2.6,0.02161,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Bacteroidetes","Bacteroidia","Bacteroidetes VC2.1 Bac22","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"67","ASV10763","ITS1025",1025,1680,4,52,0,0.039,2.8,0.0055,1,"Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Rasamsonia","Rasamsonia_emersonii","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","uncultured bacterium","uncultured bacterium"
"68","ASV10838","ITS556",556,2152,10,21,0,0.039,2.9,0.02546,1,"Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma","Neosetophoma_rosigena","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 1","unidentified rumen bacterium RFN19"
"69","ASV10842","ITS498",498,2114,8,22,0,0.033,2.4,0.04737,1,"Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_melanoconidium","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Pelagibacterium","uncultured alpha proteobacterium"
"70","ASV10842","ITS750",750,2114,8,22,0,0.033,2.4,0.04737,1,"Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus_caesiellus","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Pelagibacterium","uncultured alpha proteobacterium"
"71","ASV10842","ITS472",472,2114,9,22,0,0.037,2.7,0.03134,1,"Ascomycota","Sordariomycetes","Microascales","Microascaceae","Lophotrichus","Lophotrichus_fimeti","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Pelagibacterium","uncultured alpha proteobacterium"
"72","ASV10842","ITS760",760,2114,9,22,0,0.037,2.7,0.03134,1,"Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula_diobovata","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Pelagibacterium","uncultured alpha proteobacterium"
"73","ASV10842","ITS538",538,2114,8,22,0,0.033,2.4,0.04737,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Wickerhamomyces","Wickerhamomyces_anomalus","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Pelagibacterium","uncultured alpha proteobacterium"
"74","ASV10879","ITS536",536,1661,7,26,0,0.034,2.5,0.0386,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","Faecalibacterium"
"75","ASV10880","ITS1026",1026,1410,4,49,0,0.037,2.7,0.00976,1,"Ascomycota","Dothideomycetes","Pleosporales","Pleosporales","Pleosporales","Pleosporales","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter","Methanobrevibacter"
"76","ASV10880","ITS496",496,1410,3,49,0,0.028,2,0.03254,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter","Methanobrevibacter"
"77","ASV10880","ITS1083",1083,1410,3,49,0,0.028,2,0.03254,1,"Ascomycota","Sordariomycetes","Sordariomycetes","Sordariomycetes","Sordariomycetes","Sordariomycetes","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter","Methanobrevibacter"
"78","ASV10880","ITS721",721,1410,5,49,0,0.046,3.4,0.00283,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter","Methanobrevibacter"
"79","ASV10897","ITS357",357,2065,11,17,0,0.035,2.6,0.04184,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","uncultured bacterium","uncultured bacterium"
"80","ASV10905","ITS1040",1040,1378,4,45,0,0.034,2.5,0.01881,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera","Cyberlindnera_culbertsonii","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Persicitalea","uncultured bacterium"
"81","ASV10937","ITS451",451,1917,13,18,0,0.044,3.2,0.01682,1,"Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Piromyces","unidentified","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","Alloprevotella"
"82","ASV10975","ITS626",626,2279,14,17,0,0.045,3.3,0.0157,1,"Ascomycota","Dothideomycetes","Capnodiales","Capnodiales","Capnodiales","Capnodiales","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Thiopseudomonas","uncultured prokaryote"
"83","ASV10975","ITS596",596,2279,13,17,0,0.041,3,0.02191,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Nakazawaea","Nakazawaea_holstii","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Thiopseudomonas","uncultured prokaryote"
"84","ASV10975","ITS773",773,2279,11,17,0,0.035,2.6,0.04184,1,"Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Armillaria","Armillaria_borealis","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Thiopseudomonas","uncultured prokaryote"
"85","ASV10977","ITS888",888,1752,7,36,0,0.047,3.5,0.00632,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera","Cyberlindnera","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter","uncultured bacterium"
"86","ASV10977","ITS988",988,1752,5,36,0,0.034,2.5,0.02902,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter","uncultured bacterium"
"87","ASV10977","ITS912",912,1752,5,36,0,0.034,2.5,0.02902,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Wickerhamomyces","Wickerhamomyces_hampshirensis","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter","uncultured bacterium"
"88","ASV10977","ITS817",817,1752,6,36,0,0.041,3,0.01366,1,"Basidiomycota","Microbotryomycetes","Leucosporidiales","Leucosporidiaceae","Leucosporidium","Leucosporidium_creatinivorum","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter","uncultured bacterium"
"89","ASV1100","ITS344",344,2223,13,15,0,0.037,2.7,0.03658,1,"Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter","uncultured bacterium"
"90","ASV11013","ITS142",142,2175,23,9,0,0.039,2.8,0.02581,1,"Ascomycota","Dothideomycetes","Pleosporales","Coniothyriaceae","Coniothyrium","unidentified","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacteriaceae","Microbacteriaceae"
"91","ASV11013","ITS273",273,2175,23,9,0,0.039,2.8,0.02581,1,"Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_spinulosum","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacteriaceae","Microbacteriaceae"
"92","ASV11018","ITS169",169,2312,6,34,0,0.038,2.8,0.01917,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus 1","uncultured bacterium"
"93","ASV11018","ITS721",721,2312,5,34,0,0.032,2.3,0.03833,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus 1","uncultured bacterium"
"94","ASV11063","ITS904",904,1254,4,43,0,0.032,2.4,0.02518,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Millerozyma","Millerozyma_farinosa","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Filobacterium","Filobacterium"
