"","Phylum","Class","Order","Family","Genus","Species","Confidence","OTUs"
"ASV1344","Firmicutes","Bacilli","Bacillales","Planococcaceae","Planococcaceae","Planococcaceae","0.9974746","18973008be252fac0188fdf09f545a9e"
"ASV15050","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Jeotgalibaca","uncultured bacterium","0.7746692","1b252fd446d25647aa2db66ac34342b0"
"ASV16559","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Gemmobacter","Gemmobacter","0.9384469","a4fff9d40b78aacbc7731d9b70c2e308"
"ASV7680","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium 1","Corynebacterium sp. C3","0.9779362","a17bcb0877607699bd1a8aee7eba0f87"
"ASV6427","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","uncultured","uncultured bacterium","0.9985477","23fa07482be0cecef5099f933eee89cb"
"ASV5703","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Glutamicibacter","Glutamicibacter","0.9956899","6a7a6fed3a850c6bab631c438c0556c4"
"ASV5513","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","Mycoplasma","1.0000000","868322022c4cccd07ce0b1881b1c18f1"
"ASV9315","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium 1","Corynebacterium 1","0.9832210","f5a804d142e6d51705b5e75147cfdaf8"
"ASV13781","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobacter","0.9999849","19242d6e262c55c76fdde74fbd05d9ad"
"ASV16818","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Moheibacter","uncultured bacterium","0.9997051","1dbe3ee95e0fcbc126a5f62d7dd439e6"
"ASV977","Firmicutes","Bacilli","Lactobacillales","Lactobacillales","Lactobacillales","Lactobacillales","0.9963838","4b3c1463ec88c5c0b03d569b13fff9e5"
"ASV5171","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium 1","Corynebacterium 1","0.9892730","f4f61cbdf350d5000944c6567201e726"
"ASV14893","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus sciuri","0.7720264","e7dd01d01c0203abc3708549d99e4e9c"
"ASV1822","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides","0.9999999","f92e24acd3939d9f9f67e325140dfcc9"
"ASV5186","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderiaceae","Burkholderiaceae","1.0000000","7a6d4a1bfc7606e2b28d1aec9abe8368"
"ASV12823","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus","0.9167108","12b572e28712bf3afe82fa02c4631167"
"ASV7950","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","uncultured Bacteroidales bacterium","0.7022012","8adb7daf39ed5ef85f6eca952650463a"
"ASV13889","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 9","Prevotella 9","0.9999966","675c847bccbc53942ebb7b8cbb4efc4d"
"ASV8595","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Pasteurellaceae","Pasteurellaceae","0.9997323","98c2c54875f47137d3e3506b11c44167"
"ASV8765","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 1","uncultured bacterium","0.9987436","dfed1d9825f6bc27002d7fcfe1382af1"
"ASV16891","Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Proteiniphilum","uncultured Porphyromonadaceae bacterium","0.8918444","3da90155817eaf9802b763aca0d02e28"
"ASV12641","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Oligella","Oligella","1.0000000","6d157c49a79184ad60f86a0ab78a0abc"
"ASV8399","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas","0.9999971","b213398a2f201322cc07fe305b14fd37"
"ASV17180","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Facklamia","metagenome","0.8129048","88dc52735cea5e4e01e96f6c1d1def03"
"ASV11236","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacteriaceae","Corynebacteriaceae","0.9999963","5e62f26b1108cdd1e5ca723c3a96e6d6"
"ASV4202","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Comamonas","Comamonas testosteroni","0.7157728","a1d83433e07f97fd446f7ff512e44fc6"
"ASV14461","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Turicibacter","Turicibacter","0.9999894","26c6e3ed14694582e207478c1f23c21f"
"ASV8434","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium 1","Corynebacterium 1","0.9963781","b6f1a88d00087bd484040234bc0ae55a"
"ASV14661","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Pusillimonas","uncultured compost bacterium","0.8882138","f552dac54edafb86634d978398811aed"
"ASV15049","Actinobacteria","Actinobacteria","Micrococcales","Micrococcales Incertae Sedis","Timonella","uncultured bacterium","0.9995230","b3fe7588bbdc37f82104fd7b93551d70"
"ASV9545","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Filobacterium","Filobacterium","0.8625202","32acb15db7ac139c09a05eed137f4383"
"ASV319","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","Mycoplasma","1.0000000","1f41e3f75a4f9619e94d58c974100799"
"ASV10259","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","uncultured","Chishuiella sp. YIM 102668","0.8071168","19112fd270f9697c69fb4ded96f24c85"
"ASV1409","Actinobacteria","Actinobacteria","Micrococcales","Bogoriellaceae","Georgenia","uncultured bacterium","0.9980118","75e7edd8cdc15625aaa7253b72536580"
"ASV10191","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae R-7 group","uncultured Clostridiales bacterium","0.8367904","17a43f094c923005a99708cea824d5d2"
"ASV676","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae NK3B31 group","uncultured bacterium","0.8485388","72b8d567c51d457b1905c657e890b0dd"
"ASV8900","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","uncultured","uncultured bacterium","0.9531465","572bb1c35b6270b865e263e9150aca6d"
"ASV12950","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobacter","0.9993208","7ac5b3a5c082a4143800af34babcf3aa"
"ASV11085","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus","0.9999374","b060079a052d8ef0971aa8faf2adb85c"
"ASV14181","Actinobacteria","Actinobacteria","Micrococcales","AKAU3644","uncultured bacterium","uncultured bacterium","0.9967658","39fec41753c744ead70a63753dd9cf79"
"ASV1107","Actinobacteria","Actinobacteria","Corynebacteriales","Dietziaceae","Dietzia","Dietzia","0.9991238","31f71ce5b3e181687916a3ce57c0e880"
"ASV8769","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola","uncultured bacterium","0.8888219","e6e467ea5c536152e67185ccd96d71ee"
"ASV2534","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella","Olsenella","0.9999708","124f6cfac6710928fc0ab9a7b46c71e2"
"ASV5811","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella","Moraxella","0.9999124","038e627cb2c80fd1f6d622f92a9dda49"
"ASV14622","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Phascolarctobacterium","uncultured Firmicutes bacterium","0.8684003","198c61a646f906de8ab6c2b24e143e42"
"ASV17469","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Glutamicibacter","uncultured bacterium","0.9890298","0f53b40492f9a673575b6babd1807480"
"ASV2787","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae","Rhizobiaceae","0.9985358","05789c5a7fed16de1207ef0615729d75"
"ASV2322","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter","Arcobacter","1.0000000","9f4d878919f934c7f2cf9e2002beecad"
"ASV17294","Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Proteiniphilum","Proteiniphilum","0.9983429","9fbc66d5f9eeb51038fd4700e543ad1e"
"ASV12369","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae","Rhizobiaceae","0.9982900","c85c238f252d894ab0509a34a5de98c1"
"ASV14990","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Globicatella","uncultured bacterium","0.9446364","b9aa22c0f3dd62136a18ea7b26d15a43"
"ASV17834","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","Halomonas","0.9995088","1e5252f7f059d825508ebf3880dffd92"
"ASV557","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","Mycoplasma bovirhinis","0.9187214","973254fae05ed4f3d1d76540e942de75"
"ASV15758","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium","0.9999982","5509728c192071867b52bc7165eda7f3"
"ASV15520","Actinobacteria","Actinobacteria","Corynebacteriales","Dietziaceae","Dietzia","Dietzia","0.9969254","f455622a284928db7be524e52eb9d788"
"ASV10188","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Romboutsia","Romboutsia","0.9739570","e335f74033bc634af43ee6baa84fa247"
"ASV13607","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","uncultured","Sphingobacterium jejuense","0.9913063","4d759e418fd4cd2fe4c142ae8dd44f20"
"ASV16691","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Jeotgalicoccus","uncultured bacterium","0.9236584","dd070f5acfaf08a813b9552f7ad3136f"
"ASV5419","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","0.9985964","cbe9e5f34c7b6768d85759c1248cfddd"
"ASV3825","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","Mycoplasma bovirhinis","0.9261243","60e7d0afcd81056356e761faa925c259"
"ASV15729","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium","0.8848719","195a54476a1802d75e0e773601fe964b"
"ASV785","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus suis","0.8749986","a4cd657bd1797f3fb8473bb228729d74"
"ASV9314","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium","0.9999747","150a5733b22f9eb612bceedf8cd4d44b"
"ASV4494","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Fastidiosipila","Clostridiales bacterium CAT 12a","1.0000000","9d6489c0c558da6c99b8b8960573b25f"
"ASV13382","Firmicutes","Clostridia","Clostridiales","Family XI","Helcococcus","uncultured bacterium","0.9999980","44dff1e33d673c577fb51a8085572a5b"
"ASV1082","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobacter","0.9999999","bc36214890a26655bb0101cf1456eef4"
"ASV6770","Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Fermentimonas","Fermentimonas","0.9910389","d605521884bb70f926bb2819dca454f9"
"ASV8786","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-005","Ruminococcaceae UCG-005","0.9988875","c13ea1ed2476f8e7b2ae632b1f4c9c08"
"ASV213","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Comamonas","Comamonas","0.8245622","67da37a27427f41e9a28d4bcd418445b"
"ASV14874","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus","Aerococcus","0.9999999","65641452be75528754b5ae258ba661c1"
"ASV17054","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","Mycoplasma bovirhinis","0.9240444","45e8a0b77f2b437ddb7c67be526635ae"
"ASV17588","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae R-7 group","Christensenellaceae R-7 group","0.9996920","ef857835703f9267ef2da6f8e4043649"
"ASV13591","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus pichinotyi","0.7627570","52d8ad60f5b211aec63a278e44e889ce"
"ASV13816","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Parapusillimonas","Parapusillimonas","0.7648415","3eafe63f7664d58d5f794e16fc3bd261"
"ASV9178","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Jeotgalicoccus","Jeotgalicoccus","0.9247337","0d22e7b5b7769c8e8a7b8678d630c9e8"
"ASV16829","Firmicutes","Clostridia","Clostridiales","Family XII","Guggenheimella","uncultured bacterium","0.9999990","2c5f648b1376cdbff3dfd78babdad784"
"ASV13125","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","Mycoplasma alkalescens 14918","0.9660772","dca9719bdbc258836fe8eb571d158e67"
"ASV8718","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Pirellula","Pirellula sp. SH-Sr6A","0.9791489","9f2f738a607cb3d02f41b4661989b627"
"ASV2097","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-005","uncultured Ruminococcaceae bacterium","0.7750682","a64ba4595c6a2b7da667a1ce57498b26"
"ASV14123","Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","uncultured","uncultured soil bacterium","0.7756625","aac416f4c241286056fb5d734a3b1d88"
"ASV465","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae NK3B31 group","metagenome","0.9775233","f1eb372635240322c36cc8d43ad0b70f"
"ASV7206","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae UCG-001","uncultured bacterium","0.9953935","9de722221c2f152be738f92afc8d9763"
"ASV10262","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola","Fluviicola","0.9999776","b6ecb4c09b559255f3723204f1cec461"
"ASV2685","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Neisseriaceae","Alysiella","uncultured bacterium","0.8136370","8031712323a856429ac60de5950af599"
"ASV5573","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 1","uncultured bacterium","0.7153460","11899145b894a8b737a8d3db09a78b4f"
"ASV11492","Actinobacteria","Actinobacteria","Micrococcales","Jonesiaceae","Jonesia","Jonesia denitrificans DSM 20603","0.9230568","364b4deb30c827d5e4bed56447f0b738"
"ASV4663","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae NK3B31 group","Prevotellaceae NK3B31 group","0.9981928","e393fab35e81d13185ea8669d8a732e3"
"ASV10463","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","uncultured bacterium","0.9999983","2b89378baf9eb52dd3eb2697b4d521de"
"ASV14242","Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Fermentimonas","Fermentimonas","0.9940590","b6ce9b0836e716508bad7ea65bac0901"
"ASV6123","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae NK3A20 group","Lachnospiraceae NK3A20 group","0.9956415","47d0f3d7e73980aa27bf4d8d9db49e66"
"ASV10644","Actinobacteria","Actinobacteria","Micrococcales","Brevibacteriaceae","Brevibacterium","Brevibacterium","0.9999995","df031cac71bcde495c611bd4fac2b75a"
"ASV14486","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Empedobacter","uncultured bacterium","0.8872244","f20cd0e5913278acc74b60eef4ea6c4a"
"ASV13799","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 9","Prevotella 9","0.9999993","da6a7cba87e0895b9cbe6037b9bd8b3b"
"ASV1128","Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Fermentimonas","uncultured bacterium","0.7298824","d86c101657df929d8d65cd6ddfacfa2b"
"ASV17486","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","uncultured","uncultured","0.9999878","a09d6150a76ed5b484f9157717ad126a"
"ASV11063","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Filobacterium","Filobacterium","0.9999766","16eae94edfb49a22d23c311d4232972e"
"ASV16377","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","uncultured bacterium","uncultured bacterium","0.9986675","53e612b9f4dc79058c0c784447b5caac"
"ASV16776","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Trueperella","Trueperella pyogenes","0.9938058","51cecebf2a721b15e206ebf8bf9916ef"
"ASV247","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Oligella","uncultured bacterium","0.7105456","935e48351c7f4c83d3cf9f195d73ead0"
"ASV16344","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","uncultured","uncultured bacterium","0.9999993","9441ebd7d976e935bd4f3f85ad6b9cd5"
"ASV12259","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema 2","Treponema 2","1.0000000","32e7f8e84c92f2f3a560720e94028297"
"ASV2981","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Intrasporangiaceae","Intrasporangiaceae","0.9972085","a7da93a9744a7863292bcf97d47b6a10"
"ASV1706","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium 1","Corynebacterium 1","0.9675814","d56ec1545e82e4a03225171d480264d7"
"ASV10208","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Moheibacter","Moheibacter stercoris","0.9987845","70b19a9645071d14e4320f848736a125"
"ASV7716","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella","Weissella paramesenteroides","0.7079737","970dd45e40cf8b847e2575fc1cb5a3eb"
"ASV12358","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Cellvibrio","uncultured bacterium","0.9983927","e3e131a7b449aa5e40379a9ef40c2fe7"
"ASV2466","Actinobacteria","Actinobacteria","Corynebacteriales","Dietziaceae","Dietzia","Dietzia maris","0.8689943","5502fab5ea28231060c04e16998f9276"
"ASV2463","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Gulosibacter","uncultured bacterium","0.9754268","003ec3769586bba2e2fcd44397f96010"
"ASV12426","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae NK3A20 group","uncultured rumen bacterium","0.7683071","2981ef29bfa309b82ff5004f3f092916"
"ASV2532","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae","Rhizobiaceae","0.9991927","9cbe0c48bf20f3c78927fb382b7b1675"
"ASV2127","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella","Moraxella boevrei DSM 14165","0.9581108","3634bc16cbc5177030d819ad46dd532c"
"ASV6283","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","uncultured","uncultured","0.9999985","5e777667d3a8d66663cdf946c1b5e02c"
"ASV7028","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter","Arthrobacter","0.7142235","536ecf697759e34b07d966f19102b174"
"ASV9359","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobacter","0.9999984","41508b3244d8930238dde3db7c17c0cd"
"ASV16844","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas","0.9993063","78db7fa6b16b73b101fbb8b282b5330e"
"ASV15003","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 7","Prevotella 7","0.9592740","8a606fc615ecead368c13f6a01ba1dff"
"ASV7320","Firmicutes","Clostridia","Clostridiales","Family XI","Helcococcus","Helcococcus ovis","0.9484553","a7c6aa2eb4d0f6f9a55c47bb03955b8c"
"ASV17551","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium","0.9998634","3becf1c5cae538831fdb03ceb6c3ba54"
"ASV5609","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","uncultured Bacteroidetes bacterium","0.7490716","2a842df7d605f7811f77b9e135bca81f"
"ASV9214","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-005","uncultured Ruminococcaceae bacterium","0.7489487","d60ea32ec043b8cb552df7c488cae3c7"
"ASV9880","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Verrucomicrobium","uncultured bacterium","0.9992520","e55ad2b2ff2fd9291ba565b6121c6a43"
"ASV103","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium","0.9999653","44472e9f6193e0b3d41709f6d28e980b"
"ASV5328","Firmicutes","Bacilli","Bacillales","Planococcaceae","Planococcaceae","Planococcaceae","0.9983639","e10e6c467dd9d8564ea2bb02d1458bef"
"ASV3810","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae UCG-003","uncultured Bacteroidales bacterium","0.8733420","d4c275b7e8730f4af9e68306d0fe09d9"
"ASV7532","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","Mycoplasma bovirhinis","0.9260026","6a907fb2d3f29c48f3b78d891236a59a"
"ASV10327","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","Mycoplasma","1.0000000","681453ef968fd5f849be206a1509e188"
"ASV5301","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter","Methanobrevibacter","0.9999390","b788f20b6a06f145a05fe80dbc9f5b8e"
"ASV15867","Firmicutes","Bacilli","Bacillales","Planococcaceae","Kurthia","uncultured bacterium","0.8551787","8b9ce5d63321e8cbc4516380a4ecbca9"
