"","sp2_name","sp1_name","sp1","sp2","sp1_inc","sp2_inc","obs_cooccur","prob_cooccur","exp_cooccur","p_lt","p_gt","PhylumITS","ClassITS","OrderITS","FamilyITS","GenusITS","SpeciesITS","Phylum16S","Class16S","Order16S","Family16S","Genus16S","Species16S"
"362","ASV17818","ITS655",655,1631,5,24,0,0.04,2.2,0.04884,1,"Ascomycota","Pezizomycetes","Pezizales","Ascobolaceae","Ascobolus","Ascobolus_furfuraceus","Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Proteiniphilum","uncultured prokaryote"
"363","ASV17899","ITS119",119,2179,9,16,0,0.048,2.6,0.03333,1,"Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium_sporotrichioides","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","uncultured bacterium"
"364","ASV17908","ITS692",692,1701,8,18,0,0.048,2.6,0.03171,1,"Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia","Naganishia_albida","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Leucobacter","Leucobacter"
"365","ASV17920","ITS563",563,1392,5,26,0,0.043,2.4,0.03414,1,"Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula_kratochvilovae","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 7","metagenome"
"366","ASV17928","ITS87",87,2264,21,7,0,0.049,2.7,0.02651,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Meyerozyma","Meyerozyma_athensensis","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus"
"367","ASV17928","ITS209",209,2264,19,7,0,0.044,2.4,0.04114,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Kazachstania","Kazachstania_humilis","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus"
"368","ASV17949","ITS737",737,1339,3,40,0,0.04,2.2,0.01734,1,"Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Neocallimastix","unidentified","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Leucobacter","Leucobacter"
"369","ASV17956","ITS441",441,2068,8,17,0,0.045,2.5,0.04016,1,"Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Tausonia","Tausonia_pullulans","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacteriaceae","Carnobacteriaceae"
"370","ASV1871","ITS16",16,1120,2,43,0,0.028,1.6,0.04444,1,"Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Histophilus","Histophilus"
"371","ASV1871","ITS290",290,1120,2,43,0,0.028,1.6,0.04444,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Histophilus","Histophilus"
"372","ASV1871","ITS1005",1005,1120,2,43,0,0.028,1.6,0.04444,1,"Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus_caesiellus","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Histophilus","Histophilus"
"373","ASV1891","ITS335",335,2148,10,14,0,0.046,2.5,0.03833,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Firmicutes","Clostridia","Clostridiales","Family XI","Helcococcus","uncultured bacterium"
"374","ASV1933","ITS563",563,1515,5,25,0,0.041,2.3,0.04096,1,"Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula_kratochvilovae","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Chryseobacterium sp. A5"
"375","ASV1933","ITS1013",1013,1515,5,25,0,0.041,2.3,0.04096,1,"Basidiomycota","Agaricomycetes","Cantharellales","Cantharellales_fam_Incertae_sedis","Sistotrema","Sistotrema_brinkmannii","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Chryseobacterium sp. A5"
"376","ASV1933","ITS636",636,1515,5,25,0,0.041,2.3,0.04096,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Chryseobacterium sp. A5"
"377","ASV1992","ITS498",498,2220,7,19,0,0.044,2.4,0.04114,1,"Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_melanoconidium","Firmicutes","Clostridia","Clostridiales","Family XI","Peptoniphilus","swine manure bacterium 37-5"
"378","ASV2032","ITS977",977,1769,8,17,0,0.045,2.5,0.04016,1,"Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Acremonium","Acremonium_acutatum","WPS-2","hydrothermal vent metagenome","hydrothermal vent metagenome","hydrothermal vent metagenome","hydrothermal vent metagenome","hydrothermal vent metagenome"
"379","ASV206","ITS206",206,1402,23,6,0,0.046,2.5,0.03126,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera","Cyberlindnera_fabianii","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","Mycoplasma bovirhinis"
"380","ASV2138","ITS211",211,1302,18,8,0,0.048,2.6,0.03171,1,"Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Sarocladium","Sarocladium_zeae","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas levii"
"381","ASV2138","ITS270",270,1302,17,8,0,0.045,2.5,0.04016,1,"Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Sarocladium","Sarocladium_strictum","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas levii"
"382","ASV2171","ITS13",13,1722,47,2,0,0.031,1.7,0.01886,1,"Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporiaceae","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","Mycoplasma bovis"
"383","ASV2171","ITS14",14,1722,43,2,0,0.028,1.6,0.04444,1,"Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Mycosphaerella","Mycosphaerella_tassiana","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","Mycoplasma bovis"
"384","ASV2171","ITS9",9,1722,44,2,0,0.029,1.6,0.03704,1,"Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","unidentified","unidentified","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","Mycoplasma bovis"
"385","ASV2171","ITS5",5,1722,51,2,0,0.034,1.9,0.00404,1,"Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","Cladosporium_sphaerospermum","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","Mycoplasma bovis"
"386","ASV222","ITS7",7,1506,43,2,0,0.028,1.6,0.04444,1,"Ascomycota","Dothideomycetes","Capnodiales","unidentified","unidentified","unidentified","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","Mycoplasma"
"387","ASV2230","ITS105",105,1904,22,6,0,0.044,2.4,0.03821,1,"Ascomycota","Sordariomycetes","Trichosphaeriales","Trichosphaeriaceae","Nigrospora","Nigrospora_oryzae","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium"
"388","ASV2230","ITS89",89,1904,23,6,0,0.046,2.5,0.03126,1,"Ascomycota","Dothideomycetes","Pleosporales","Coniothyriaceae","Coniothyrium","unidentified","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium"
"389","ASV2230","ITS87",87,1904,21,6,0,0.042,2.3,0.04639,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Meyerozyma","Meyerozyma_athensensis","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium"
"390","ASV2268","ITS988",988,1822,4,32,0,0.042,2.3,0.02596,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida","Firmicutes","Clostridia","Clostridiales","Family XIII","[Eubacterium] brachy group","uncultured bacterium"
"391","ASV2269","ITS888",888,1333,2,44,0,0.029,1.6,0.03704,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera","Cyberlindnera","Actinobacteria","Actinobacteria","Micrococcales","Dermabacteraceae","Brachybacterium","Brachybacterium"
"392","ASV2269","ITS1040",1040,1333,2,44,0,0.029,1.6,0.03704,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera","Cyberlindnera_culbertsonii","Actinobacteria","Actinobacteria","Micrococcales","Dermabacteraceae","Brachybacterium","Brachybacterium"
"393","ASV2269","ITS484",484,1333,2,44,0,0.029,1.6,0.03704,1,"Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","unidentified","Actinobacteria","Actinobacteria","Micrococcales","Dermabacteraceae","Brachybacterium","Brachybacterium"
"394","ASV2304","ITS636",636,1799,5,25,0,0.041,2.3,0.04096,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus 2","uncultured bacterium"
"395","ASV2304","ITS563",563,1799,5,25,0,0.041,2.3,0.04096,1,"Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula_kratochvilovae","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus 2","uncultured bacterium"
"396","ASV2329","ITS675",675,1629,6,21,0,0.042,2.3,0.04639,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Nakazawaea","Nakazawaea_ishiwadae","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus"
"397","ASV2455","ITS169",169,1527,4,30,0,0.04,2.2,0.03709,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces"
"398","ASV247","ITS212",212,1257,3,38,0,0.038,2.1,0.02592,1,"Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Septoria","Septoria_cretae","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Oligella","uncultured bacterium"
"399","ASV2478","ITS472",472,2139,8,17,0,0.045,2.5,0.04016,1,"Ascomycota","Sordariomycetes","Microascales","Microascaceae","Lophotrichus","Lophotrichus_fimeti","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","[Eubacterium] coprostanoligenes group","uncultured bacterium"
"400","ASV2478","ITS977",977,2139,8,17,0,0.045,2.5,0.04016,1,"Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Acremonium","Acremonium_acutatum","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","[Eubacterium] coprostanoligenes group","uncultured bacterium"
"401","ASV2532","ITS675",675,1268,6,24,0,0.048,2.6,0.0254,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Nakazawaea","Nakazawaea_ishiwadae","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae","Rhizobiaceae"
"402","ASV2532","ITS969",969,1268,5,24,0,0.04,2.2,0.04884,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae","Rhizobiaceae"
"403","ASV2532","ITS773",773,1268,5,24,0,0.04,2.2,0.04884,1,"Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Armillaria","Armillaria_borealis","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae","Rhizobiaceae"
"404","ASV2532","ITS540",540,1268,6,24,0,0.048,2.6,0.0254,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae","Rhizobiaceae"
"405","ASV2532","ITS284",284,1268,6,24,0,0.048,2.6,0.0254,1,"Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Hydropisphaera","Hydropisphaera_fungicola","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae","Rhizobiaceae"
"406","ASV2532","ITS563",563,1268,5,24,0,0.04,2.2,0.04884,1,"Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula_kratochvilovae","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae","Rhizobiaceae"
"407","ASV2540","ITS603",603,1433,5,28,0,0.046,2.5,0.02321,1,"Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Bipolaris","Bipolaris_sorokiniana","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Leucobacter","Leucobacter"
"408","ASV2570","ITS967",967,1594,4,32,0,0.042,2.3,0.02596,1,"Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Talaromyces_rademirici","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Fastidiosipila","Clostridiales bacterium CAT 12a"
"409","ASV2596","ITS1017",1017,1423,5,25,0,0.041,2.3,0.04096,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida_glaebosa","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Moheibacter","uncultured compost bacterium"
"410","ASV2596","ITS773",773,1423,5,25,0,0.041,2.3,0.04096,1,"Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Armillaria","Armillaria_borealis","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Moheibacter","uncultured compost bacterium"
"411","ASV2596","ITS563",563,1423,5,25,0,0.041,2.3,0.04096,1,"Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula_kratochvilovae","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Moheibacter","uncultured compost bacterium"
"412","ASV2616","ITS760",760,2305,6,21,0,0.042,2.3,0.04639,1,"Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula_diobovata","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Eubacterium] ruminantium group","uncultured bacterium"
"413","ASV2633","ITS694",694,1308,2,45,0,0.03,1.6,0.0303,1,"Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Ophiosphaerella","Ophiosphaerella_aquatica","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","Stenotrophomonas koreensis"
"414","ASV2676","ITS211",211,2198,18,8,0,0.048,2.6,0.03171,1,"Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Sarocladium","Sarocladium_zeae","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Glutamicibacter","uncultured bacterium"
"415","ASV2676","ITS155",155,2198,17,8,0,0.045,2.5,0.04016,1,"Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma","Neosetophoma_rosigena","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Glutamicibacter","uncultured bacterium"
"416","ASV2676","ITS240",240,2198,18,8,0,0.048,2.6,0.03171,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Wickerhamomyces","Wickerhamomyces_anomalus","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Glutamicibacter","uncultured bacterium"
"417","ASV2711","ITS206",206,2325,23,6,0,0.046,2.5,0.03126,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera","Cyberlindnera_fabianii","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae","Azoarcus","uncultured bacterium"
"418","ASV2739","ITS508",508,1525,3,36,0,0.036,2,0.03694,1,"Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma","Neosetophoma_rosigena","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Intrasporangiaceae","Intrasporangiaceae"
"419","ASV2743","ITS690",690,1992,6,21,0,0.042,2.3,0.04639,1,"Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria_metachromatica","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","uncultured bacterium"
"420","ASV2746","ITS580",580,1704,7,19,0,0.044,2.4,0.04114,1,"Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidiaceae","Filobasidiaceae","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacterales","Chthoniobacterales","Chthoniobacterales"
"421","ASV2753","ITS569",569,1409,3,40,0,0.04,2.2,0.01734,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Cephaloascaceae","Cephaloascus","Cephaloascus_fragrans","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia","uncultured bacterium"
"422","ASV2787","ITS773",773,1205,5,29,0,0.048,2.6,0.01891,1,"Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Armillaria","Armillaria_borealis","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae","Rhizobiaceae"
"423","ASV285","ITS683",683,1306,3,38,0,0.038,2.1,0.02592,1,"Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Iodophanus","Iodophanus_testaceus","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","uncultured","uncultured"
"424","ASV285","ITS1041",1041,1306,3,38,0,0.038,2.1,0.02592,1,"Basidiomycota","Agaricomycetes","Russulales","Stereaceae","Stereum","Stereum","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","uncultured","uncultured"
"425","ASV2923","ITS111",111,1952,11,13,0,0.047,2.6,0.03577,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Wickerhamomyces","Wickerhamomyces","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium 1","Corynebacterium 1"
"426","ASV2969","ITS367",367,1708,8,18,0,0.048,2.6,0.03171,1,"Ascomycota","Pezizomycetes","Pezizales","Ascobolaceae","Ascobolus","Ascobolus_lineolatus","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Syntrophococcus","uncultured bacterium"
"427","ASV2997","ITS839",839,1448,2,44,0,0.029,1.6,0.03704,1,"Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Neocallimastix","unidentified","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae RC9 gut group","uncultured bacterium"
"428","ASV3129","ITS853",853,1144,2,43,0,0.028,1.6,0.04444,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Wickerhamomyces","Wickerhamomyces_anomalus","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobacter"
"429","ASV3182","ITS498",498,1503,7,20,0,0.046,2.5,0.03314,1,"Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_melanoconidium","Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Petrimonas","uncultured bacterium"
"430","ASV319","ITS472",472,1190,8,18,0,0.048,2.6,0.03171,1,"Ascomycota","Sordariomycetes","Microascales","Microascaceae","Lophotrichus","Lophotrichus_fimeti","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","Mycoplasma"
"431","ASV319","ITS367",367,1190,8,18,0,0.048,2.6,0.03171,1,"Ascomycota","Pezizomycetes","Pezizales","Ascobolaceae","Ascobolus","Ascobolus_lineolatus","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","Mycoplasma"
"432","ASV3195","ITS39",39,2149,29,5,0,0.048,2.6,0.01891,1,"Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Leptosphaeria","Leptosphaeria_avenaria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas"
"433","ASV3260","ITS356",356,1806,10,14,0,0.046,2.5,0.03833,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Brumimicrobium","uncultured compost bacterium"
"434","ASV3260","ITS700",700,1806,10,14,0,0.046,2.5,0.03833,1,"Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria_metachromatica","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Brumimicrobium","uncultured compost bacterium"
"435","ASV3275","ITS263",263,1490,3,37,0,0.037,2,0.0311,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-005","Ruminococcaceae UCG-005"
"436","ASV3275","ITS534",534,1490,3,37,0,0.037,2,0.0311,1,"Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora_terricola","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-005","Ruminococcaceae UCG-005"
"437","ASV3300","ITS674",674,1821,14,10,0,0.046,2.5,0.03833,1,"unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae UCG-001","uncultured bacterium"
"438","ASV3311","ITS835",835,1323,4,32,0,0.042,2.3,0.02596,1,"Ascomycota","Dothideomycetes","Capnodiales","unidentified","unidentified","unidentified","Firmicutes","Clostridia","Clostridiales","Family XI","Helcococcus","uncultured bacterium"
"439","ASV3311","ITS967",967,1323,4,32,0,0.042,2.3,0.02596,1,"Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Talaromyces_rademirici","Firmicutes","Clostridia","Clostridiales","Family XI","Helcococcus","uncultured bacterium"
"440","ASV3318","ITS988",988,1127,4,31,0,0.041,2.3,0.03116,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Mannheimia","Mannheimia"
"441","ASV3330","ITS352",352,1654,6,22,0,0.044,2.4,0.03821,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Debaryomyces","Debaryomyces","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Ruminococcus] gauvreauii group","uncultured rumen bacterium"
"442","ASV3332","ITS859",859,1812,4,35,0,0.046,2.5,0.01421,1,"Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Leptospora","unidentified","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","uncultured bacterium","uncultured bacterium"
"443","ASV3355","ITS563",563,1761,5,29,0,0.048,2.6,0.01891,1,"Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula_kratochvilovae","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium"
"444","ASV336","ITS641",641,2197,6,22,0,0.044,2.4,0.03821,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera","Cyberlindnera_rhodanensis","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","Blautia"
"445","ASV336","ITS750",750,2197,6,22,0,0.044,2.4,0.03821,1,"Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus_caesiellus","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","Blautia"
"446","ASV3449","ITS83",83,2321,25,5,0,0.041,2.3,0.04096,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida_boleticola","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Succiniclasticum","uncultured bacterium"
"447","ASV3449","ITS3",3,2321,29,5,0,0.048,2.6,0.01891,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Cephaloascaceae","Cephaloascus","Cephaloascus_fragrans","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Succiniclasticum","uncultured bacterium"
"448","ASV3493","ITS571",571,1840,6,23,0,0.046,2.5,0.03126,1,"Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Pseudopithomyces","Pseudopithomyces_rosae","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-002","uncultured bacterium"
"449","ASV3564","ITS700",700,2326,10,14,0,0.046,2.5,0.03833,1,"Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria_metachromatica","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Acetitomaculum","uncultured rumen bacterium"
"450","ASV3564","ITS591",591,2326,10,14,0,0.046,2.5,0.03833,1,"Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Sarocladium","Sarocladium_implicatum","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Acetitomaculum","uncultured rumen bacterium"
"451","ASV3566","ITS9",9,1976,44,2,0,0.029,1.6,0.03704,1,"Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","unidentified","unidentified","Actinobacteria","Actinobacteria","Micrococcales","Brevibacteriaceae","Brevibacterium","Brevibacterium"
"452","ASV3573","ITS9",9,2070,44,2,0,0.029,1.6,0.03704,1,"Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","unidentified","unidentified","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas","Luteimonas"
"453","ASV3676","ITS804",804,1331,3,38,0,0.038,2.1,0.02592,1,"Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus_sydowii","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio"
"454","ASV3694","ITS775",775,2029,13,11,0,0.047,2.6,0.03577,1,"Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria","Phaeosphaeria_caricicola","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium wenxiniae"
"455","ASV3694","ITS265",265,2029,12,11,0,0.044,2.4,0.04807,1,"Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma","Neosetophoma_rosigena","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium wenxiniae"
