"","sp2_name","sp1_name","sp1","sp2","sp1_inc","sp2_inc","obs_cooccur","prob_cooccur","exp_cooccur","p_lt","p_gt","PhylumITS","ClassITS","OrderITS","FamilyITS","GenusITS","SpeciesITS","Phylum16S","Class16S","Order16S","Family16S","Genus16S","Species16S"
"1","ASV10040","ITS87",87,2066,21,7,0,0.049,2.7,0.02651,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Meyerozyma","Meyerozyma_athensensis","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","Paracoccus"
"2","ASV10075","ITS104",104,2195,9,15,0,0.045,2.5,0.043,1,"Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Sporobolomyces","Sporobolomyces_roseus","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema 2","Treponema succinifaciens DSM 2489"
"3","ASV10075","ITS323",323,2195,9,15,0,0.045,2.5,0.043,1,"Ascomycota","Eurotiomycetes","Chaetothyriales","Cyphellophoraceae","Cyphellophora","Cyphellophora_fusarioides","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema 2","Treponema succinifaciens DSM 2489"
"4","ASV10090","ITS410",410,1723,7,19,0,0.044,2.4,0.04114,1,"Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula_mucilaginosa","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Atopostipes","uncultured bacterium"
"5","ASV10141","ITS904",904,1869,5,26,0,0.043,2.4,0.03414,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Millerozyma","Millerozyma_farinosa","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","uncultured bacterium"
"6","ASV10164","ITS909",909,1151,2,49,0,0.032,1.8,0.0101,1,"Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum_truncatum","Patescibacteria","Gracilibacteria","Absconditabacteriales (SR1)","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"7","ASV10191","ITS575",575,1193,2,48,0,0.032,1.7,0.01414,1,"Ascomycota","Eurotiomycetes","Chaetothyriales","Trichomeriaceae","Trichomerium","Trichomerium_dioscoreae","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae R-7 group","uncultured Clostridiales bacterium"
"8","ASV10191","ITS909",909,1193,2,48,0,0.032,1.7,0.01414,1,"Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum_truncatum","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae R-7 group","uncultured Clostridiales bacterium"
"9","ASV10221","ITS111",111,1451,11,12,0,0.044,2.4,0.04807,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Wickerhamomyces","Wickerhamomyces","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","Stenotrophomonas"
"10","ASV10259","ITS988",988,1191,4,31,0,0.041,2.3,0.03116,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","uncultured","Chishuiella sp. YIM 102668"
"11","ASV10259","ITS169",169,1191,4,31,0,0.041,2.3,0.03116,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","uncultured","Chishuiella sp. YIM 102668"
"12","ASV10262","ITS773",773,1241,5,28,0,0.046,2.5,0.02321,1,"Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Armillaria","Armillaria_borealis","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola","Fluviicola"
"13","ASV10262","ITS563",563,1241,5,28,0,0.046,2.5,0.02321,1,"Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula_kratochvilovae","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola","Fluviicola"
"14","ASV10285","ITS87",87,1849,21,6,0,0.042,2.3,0.04639,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Meyerozyma","Meyerozyma_athensensis","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae","Rhizobiaceae"
"15","ASV103","ITS733",733,1280,4,35,0,0.046,2.5,0.01421,1,"Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora_terricola","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium"
"16","ASV10359","ITS602",602,1673,9,16,0,0.048,2.6,0.03333,1,"Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus_caesiellus","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium"
"17","ASV10359","ITS323",323,1673,9,16,0,0.048,2.6,0.03333,1,"Ascomycota","Eurotiomycetes","Chaetothyriales","Cyphellophoraceae","Cyphellophora","Cyphellophora_fusarioides","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium"
"18","ASV10414","ITS263",263,1417,3,38,0,0.038,2.1,0.02592,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus"
"19","ASV10464","ITS750",750,1552,6,23,0,0.046,2.5,0.03126,1,"Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus_caesiellus","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae","Rhodobacteraceae"
"20","ASV10464","ITS540",540,1552,6,23,0,0.046,2.5,0.03126,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae","Rhodobacteraceae"
"21","ASV10464","ITS571",571,1552,6,23,0,0.046,2.5,0.03126,1,"Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Pseudopithomyces","Pseudopithomyces_rosae","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae","Rhodobacteraceae"
"22","ASV10490","ITS988",988,1677,4,34,0,0.045,2.5,0.01755,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","uncultured Bacteroides sp."
"23","ASV10505","ITS323",323,2295,9,16,0,0.048,2.6,0.03333,1,"Ascomycota","Eurotiomycetes","Chaetothyriales","Cyphellophoraceae","Cyphellophora","Cyphellophora_fusarioides","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium"
"24","ASV10535","ITS540",540,1809,6,21,0,0.042,2.3,0.04639,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Bacteroidetes","Bacteroidia","Bacteroidales","Marinilabiliaceae","Ruminofilibacter","Ruminofilibacter"
"25","ASV10548","ITS540",540,1819,6,24,0,0.048,2.6,0.0254,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Bacteroidetes","Bacteroidia","Chitinophagales","uncultured","uncultured bacterium","uncultured bacterium"
"26","ASV10548","ITS556",556,1819,5,24,0,0.04,2.2,0.04884,1,"Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma","Neosetophoma_rosigena","Bacteroidetes","Bacteroidia","Chitinophagales","uncultured","uncultured bacterium","uncultured bacterium"
"27","ASV1056","ITS563",563,1662,5,28,0,0.046,2.5,0.02321,1,"Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula_kratochvilovae","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Romboutsia","Romboutsia"
"28","ASV10591","ITS221",221,2257,17,8,0,0.045,2.5,0.04016,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Debaryomyces","Debaryomyces_udenii","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Fastidiosipila","uncultured Clostridium sp."
"29","ASV10591","ITS240",240,2257,18,8,0,0.048,2.6,0.03171,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Wickerhamomyces","Wickerhamomyces_anomalus","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Fastidiosipila","uncultured Clostridium sp."
"30","ASV10591","ITS273",273,2257,17,8,0,0.045,2.5,0.04016,1,"Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_spinulosum","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Fastidiosipila","uncultured Clostridium sp."
"31","ASV10608","ITS284",284,1604,6,23,0,0.046,2.5,0.03126,1,"Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Hydropisphaera","Hydropisphaera_fungicola","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured","uncultured bacterium"
"32","ASV10608","ITS540",540,1604,6,23,0,0.046,2.5,0.03126,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured","uncultured bacterium"
"33","ASV10694","ITS580",580,2087,7,20,0,0.046,2.5,0.03314,1,"Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidiaceae","Filobasidiaceae","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","uncultured bacterium"
"34","ASV10695","ITS733",733,1582,4,33,0,0.044,2.4,0.02145,1,"Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora_terricola","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","uncultured","Ruminococcus sp. YE281"
"35","ASV10707","ITS111",111,1651,11,12,0,0.044,2.4,0.04807,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Wickerhamomyces","Wickerhamomyces","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Ornithinicoccus","uncultured bacterium"
"36","ASV10719","ITS988",988,1535,4,31,0,0.041,2.3,0.03116,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida","Bacteroidetes","Bacteroidia","Bacteroidetes VC2.1 Bac22","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"37","ASV10747","ITS563",563,1810,5,26,0,0.043,2.4,0.03414,1,"Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula_kratochvilovae","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Sutterella","Sutterella"
"38","ASV10798","ITS563",563,1751,5,24,0,0.04,2.2,0.04884,1,"Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula_kratochvilovae","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-005","uncultured Ruminococcaceae bacterium"
"39","ASV1082","ITS936",936,1224,2,44,0,0.029,1.6,0.03704,1,"Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Leptospora","unidentified","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobacter"
"40","ASV10841","ITS875",875,1979,5,25,0,0.041,2.3,0.04096,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus 1","Coprococcus 1"
"41","ASV10841","ITS636",636,1979,5,25,0,0.041,2.3,0.04096,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus 1","Coprococcus 1"
"42","ASV10880","ITS169",169,1410,4,36,0,0.048,2.6,0.01136,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter","Methanobrevibacter"
"43","ASV10880","ITS683",683,1410,3,36,0,0.036,2,0.03694,1,"Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Iodophanus","Iodophanus_testaceus","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter","Methanobrevibacter"
"44","ASV10905","ITS988",988,1378,4,32,0,0.042,2.3,0.02596,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Persicitalea","uncultured bacterium"
"45","ASV10977","ITS563",563,1752,5,29,0,0.048,2.6,0.01891,1,"Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula_kratochvilovae","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter","uncultured bacterium"
"46","ASV10977","ITS988",988,1752,4,29,0,0.038,2.1,0.04383,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter","uncultured bacterium"
"47","ASV10988","ITS367",367,1968,8,17,0,0.045,2.5,0.04016,1,"Ascomycota","Pezizomycetes","Pezizales","Ascobolaceae","Ascobolus","Ascobolus_lineolatus","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides"
"48","ASV11013","ITS87",87,2175,21,7,0,0.049,2.7,0.02651,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Meyerozyma","Meyerozyma_athensensis","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacteriaceae","Microbacteriaceae"
"49","ASV11018","ITS252",252,2312,9,16,0,0.048,2.6,0.03333,1,"Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula_kratochvilovae","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus 1","uncultured bacterium"
"50","ASV11018","ITS323",323,2312,9,16,0,0.048,2.6,0.03333,1,"Ascomycota","Eurotiomycetes","Chaetothyriales","Cyphellophoraceae","Cyphellophora","Cyphellophora_fusarioides","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus 1","uncultured bacterium"
"51","ASV11028","ITS967",967,2067,4,29,0,0.038,2.1,0.04383,1,"Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Talaromyces_rademirici","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","Blautia"
"52","ASV11070","ITS975",975,1993,7,19,0,0.044,2.4,0.04114,1,"Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Ophiosphaerella","unidentified","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema 2","Treponema 2"
"53","ASV11072","ITS3",3,2284,29,4,0,0.038,2.1,0.04383,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Cephaloascaceae","Cephaloascus","Cephaloascus_fragrans","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Actinotalea","Actinotalea"
"54","ASV11080","ITS540",540,1326,6,23,0,0.046,2.5,0.03126,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","Stenotrophomonas"
"55","ASV11080","ITS284",284,1326,6,23,0,0.046,2.5,0.03126,1,"Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Hydropisphaera","Hydropisphaera_fungicola","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","Stenotrophomonas"
"56","ASV11085","ITS967",967,1197,4,32,0,0.042,2.3,0.02596,1,"Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Talaromyces_rademirici","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus"
"57","ASV11145","ITS356",356,1726,10,14,0,0.046,2.5,0.03833,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Oligella","uncultured bacterium"
"58","ASV1115","ITS641",641,2036,6,23,0,0.046,2.5,0.03126,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera","Cyberlindnera_rhodanensis","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Fusicatenibacter","Fusicatenibacter"
"59","ASV11213","ITS252",252,1787,9,16,0,0.048,2.6,0.03333,1,"Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula_kratochvilovae","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae RC9 gut group","Rikenellaceae RC9 gut group"
"60","ASV11232","ITS859",859,1474,4,30,0,0.04,2.2,0.03709,1,"Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Leptospora","unidentified","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Verrucomicrobium","uncultured bacterium"
"61","ASV11251","ITS441",441,1765,8,18,0,0.048,2.6,0.03171,1,"Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Tausonia","Tausonia_pullulans","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium"
"62","ASV11251","ITS295",295,1765,8,18,0,0.048,2.6,0.03171,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium"
"63","ASV11316","ITS563",563,1760,5,27,0,0.045,2.5,0.02825,1,"Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula_kratochvilovae","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae R-7 group","Christensenellaceae R-7 group"
"64","ASV11447","ITS575",575,1509,2,44,0,0.029,1.6,0.03704,1,"Ascomycota","Eurotiomycetes","Chaetothyriales","Trichomeriaceae","Trichomerium","Trichomerium_dioscoreae","Firmicutes","Clostridia","Clostridiales","Family XI","W5053","uncultured Firmicutes bacterium"
"65","ASV1146","ITS460",460,2096,11,12,0,0.044,2.4,0.04807,1,"Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_bialowiezense","Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Fermentimonas","Fermentimonas"
"66","ASV11489","ITS626",626,2061,4,33,0,0.044,2.4,0.02145,1,"Ascomycota","Dothideomycetes","Capnodiales","Capnodiales","Capnodiales","Capnodiales","Firmicutes","Clostridia","Clostridiales","Family XIII","[Eubacterium] nodatum group","Eubacterium sp. AB3007"
"67","ASV11491","ITS602",602,1373,9,15,0,0.045,2.5,0.043,1,"Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus_caesiellus","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxellaceae","Moraxellaceae"
"68","ASV11513","ITS682",682,1807,6,21,0,0.042,2.3,0.04639,1,"Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Sporidiobolus","Sporidiobolus_salmonicolor","Cyanobacteria","Sericytochromatia","Hyaloperonospora arabidopsidis","Hyaloperonospora arabidopsidis","Hyaloperonospora arabidopsidis","Hyaloperonospora arabidopsidis"
"69","ASV11537","ITS284",284,1557,6,22,0,0.044,2.4,0.03821,1,"Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Hydropisphaera","Hydropisphaera_fungicola","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Ornithinimicrobium","uncultured bacterium"
"70","ASV11537","ITS540",540,1557,6,22,0,0.044,2.4,0.03821,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Ornithinimicrobium","uncultured bacterium"
"71","ASV11537","ITS133",133,1557,6,22,0,0.044,2.4,0.03821,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Ornithinimicrobium","uncultured bacterium"
"72","ASV11537","ITS1067",1067,1557,6,22,0,0.044,2.4,0.03821,1,"Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Sarocladium","Sarocladium_strictum","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Ornithinimicrobium","uncultured bacterium"
"73","ASV11548","ITS563",563,1447,5,25,0,0.041,2.3,0.04096,1,"Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula_kratochvilovae","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","uncultured","uncultured"
"74","ASV11615","ITS683",683,1110,3,36,0,0.036,2,0.03694,1,"Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Iodophanus","Iodophanus_testaceus","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Mannheimia","Mannheimia"
"75","ASV11615","ITS212",212,1110,3,36,0,0.036,2,0.03694,1,"Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Septoria","Septoria_cretae","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Mannheimia","Mannheimia"
"76","ASV11615","ITS169",169,1110,4,36,0,0.048,2.6,0.01136,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Mannheimia","Mannheimia"
"77","ASV11771","ITS25",25,1625,29,4,0,0.038,2.1,0.04383,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida_friedrichii","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia","Massilia"
"78","ASV11771","ITS3",3,1625,29,4,0,0.038,2.1,0.04383,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Cephaloascaceae","Cephaloascus","Cephaloascus_fragrans","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia","Massilia"
"79","ASV11811","ITS959",959,1294,2,45,0,0.03,1.6,0.0303,1,"Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae R-7 group","uncultured Clostridiales bacterium"
"80","ASV11811","ITS928",928,1294,2,45,0,0.03,1.6,0.0303,1,"Ascomycota","Saccharomycetes","Saccharomycetales","unidentified","unidentified","unidentified","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae R-7 group","uncultured Clostridiales bacterium"
"81","ASV11822","ITS988",988,1347,4,35,0,0.046,2.5,0.01421,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas pertucinogena"
"82","ASV11831","ITS29",29,2239,9,16,0,0.048,2.6,0.03333,1,"Ascomycota","Dothideomycetes","Capnodiales","Capnodiales","Capnodiales","Capnodiales","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerosporobacter","uncultured bacterium"
"83","ASV11889","ITS636",636,1437,5,24,0,0.04,2.2,0.04884,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter","Psychrobacter maritimus"
"84","ASV11889","ITS540",540,1437,6,24,0,0.048,2.6,0.0254,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter","Psychrobacter maritimus"
"85","ASV11960","ITS641",641,1891,6,22,0,0.044,2.4,0.03821,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera","Cyberlindnera_rhodanensis","Kiritimatiellaeota","Kiritimatiellae","WCHB1-41","WCHB1-41","WCHB1-41","WCHB1-41"
"86","ASV12003","ITS87",87,2150,21,7,0,0.049,2.7,0.02651,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Meyerozyma","Meyerozyma_athensensis","Actinobacteria","Acidimicrobiia","Microtrichales","Microtrichaceae","uncultured","uncultured bacterium"
"87","ASV12134","ITS602",602,2045,9,15,0,0.045,2.5,0.043,1,"Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus_caesiellus","Patescibacteria","Gracilibacteria","Absconditabacteriales (SR1)","Absconditabacteriales (SR1)","Absconditabacteriales (SR1)","Absconditabacteriales (SR1)"
"88","ASV12134","ITS323",323,2045,9,15,0,0.045,2.5,0.043,1,"Ascomycota","Eurotiomycetes","Chaetothyriales","Cyphellophoraceae","Cyphellophora","Cyphellophora_fusarioides","Patescibacteria","Gracilibacteria","Absconditabacteriales (SR1)","Absconditabacteriales (SR1)","Absconditabacteriales (SR1)","Absconditabacteriales (SR1)"
"89","ASV12155","ITS540",540,1560,6,22,0,0.044,2.4,0.03821,1,"Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium"
"90","ASV12155","ITS675",675,1560,6,22,0,0.044,2.4,0.03821,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Nakazawaea","Nakazawaea_ishiwadae","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium"
"91","ASV12158","ITS888",888,1360,2,46,0,0.03,1.7,0.02424,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera","Cyberlindnera","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Fastidiosipila","Clostridiaceae bacterium SK061"
"92","ASV12158","ITS912",912,1360,2,46,0,0.03,1.7,0.02424,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Wickerhamomyces","Wickerhamomyces_hampshirensis","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Fastidiosipila","Clostridiaceae bacterium SK061"
"93","ASV12183","ITS83",83,2128,25,5,0,0.041,2.3,0.04096,1,"Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida_boleticola","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter","Psychrobacter pulmonis"
"94","ASV12280","ITS682",682,1734,6,22,0,0.044,2.4,0.03821,1,"Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Sporidiobolus","Sporidiobolus_salmonicolor","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Planktosalinus","uncultured bacterium"
