"","Phylum","Class","Order","Family","Genus","Species","Confidence","OTUs"
"ITS682","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Sporidiobolus","Sporidiobolus_salmonicolor","0.9999831","8ae4f8963b40ff47800c66c068614e30"
"ITS683","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Iodophanus","Iodophanus_testaceus","0.9998922","8ab67c1240a2111e5c7ba32c9aceca24"
"ITS684","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus_caesiellus","0.7396106","1e0b7ec10a61e29b8b516fd6f3fecca2"
"ITS685","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Iodophanus","Iodophanus_testaceus","1.0000000","6dfad6776842b6d4364b399d28b91e01"
"ITS686","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella","0.9285376","20a544d27231c2cc314d811061bdffa9"
"ITS687","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus","0.9032661","b11c49a36458645864f1f647b0f8c5da"
"ITS688","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales","Pleosporales","Pleosporales","0.8718381","8d06c8fa9adb6bc3a0c72780fbc3a6cf"
"ITS689","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","a6388ff52ef4086a3e1d4e68fd46cd59"
"ITS690","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria_metachromatica","1.0000000","395777e72e0732394bc8814df4b067c2"
"ITS691","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum","0.7498006","490183a6326ff9cc45977b90ed42c0f6"
"ITS692","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia","Naganishia_albida","1.0000000","ab7588de67f91a0696c76f31a0507164"
"ITS693","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Ramularia","Ramularia_pratensis","0.9709838","75f28a65186042e2a4c66de5a87a0b31"
"ITS694","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Ophiosphaerella","Ophiosphaerella_aquatica","0.9999119","c9615273a52664e03a91e198d3ec3fa9"
"ITS695","Ascomycota","Sordariomycetes","Sordariomycetes","Sordariomycetes","Sordariomycetes","Sordariomycetes","0.9999884","f3b9687310605c2f427d69fa96821679"
"ITS696","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","0.9999997","e593b8e4dd73f571e179625bb3e42184"
"ITS697","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum","0.7480079","b667c78ce9d9540a85e218d450a68857"
"ITS698","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus","0.9275692","cbb96a57bf8545f77aad85677b2e9587"
"ITS699","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremataceae","Papiliotrema","Papiliotrema_terrestris","0.8439353","5049733ad69df2f2fa36a1d1318bb911"
"ITS700","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria_metachromatica","0.9929474","716848bc24ff83d6814391f650652b2f"
"ITS701","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","2c5c536bdb5559548ee4daee8b90ebc3"
"ITS702","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9672406","ae3fae1b3a692f51e3275c97d01a6ccb"
"ITS703","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","0.9900568","d91bf492e5ec2ade9fcef56cbee2bc41"
"ITS704","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","0f8365abe7aa03ac0186fa9aed243e90"
"ITS705","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum","0.7396343","1be0b812e2c434e3217904e8a1d3d01b"
"ITS706","Basidiomycota","Wallemiomycetes","Wallemiales","Wallemiaceae","Wallemia","Wallemia_muriae","0.9998138","1980c507db7aa8b5459731cdc1d86f02"
"ITS707","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporonaceae","Trichosporonaceae","0.9996422","a0dd7c872a0df0388f0a2b037fae9fc9"
"ITS708","Basidiomycota","Tremellomycetes","Tremellales","Bulleraceae","Bullera","Bullera_unica","0.9999993","419e309e16cd208142c89ef9ffa665d8"
"ITS709","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum","0.7276488","16bf837c4e33cfc597e38715b5c2c4ab"
"ITS710","Basidiomycota","Tremellomycetes","Tremellales","Bulleraceae","Bullera","Bullera_unica","0.9999997","a774eced83385523fe8cd6a87beaf24c"
"ITS711","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Lophotrichus","Lophotrichus_fimeti","0.9756020","646327b91c8dc16b8ac006695784f613"
"ITS712","Basidiomycota","Tremellomycetes","Tremellales","Bulleraceae","Bullera","Bullera_unica","0.9999997","6adff2b7cde86ed332fd053ff6a2d4ab"
"ITS713","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","1e4df3525d679acd0e816575e1344145"
"ITS714","Basidiomycota","Wallemiomycetes","Wallemiales","Wallemiaceae","Wallemia","Wallemia_muriae","0.9998105","d44c56af50a0277c6f307c9bc04d1a03"
"ITS715","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia","Naganishia_albida","1.0000000","fa7362d7f1db31cba2340ac2534f5a2c"
"ITS716","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella_luteola","0.9999945","9f9f9d2de4d10c2c2d6822be5eb1867f"
"ITS717","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","eb2a97685bf965c342350a03f794439f"
"ITS718","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia","Naganishia_friedmannii","0.9995751","b1643d67b4821e2d50ab5098e7ca8695"
"ITS719","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum","0.7675174","3721d51ad15fe7a70bd4d9ca9eb9ca94"
"ITS720","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","Trichosporon_ovoides","0.9992742","6ff3ef7f178dd78330fde683e1d565f2"
"ITS721","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","e9ef76c36989e655ba84d3b403f49093"
"ITS722","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.9599803","8dd382dd6d4f573086c60f48603b0907"
"ITS723","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella_luteola","0.9999938","4a362ca6a8a6b32dd7c8f4429b0af152"
"ITS724","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","0.9899374","2dd5a55a9835e98ba866d3c405ec028a"
"ITS725","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.9556890","91a499f7bddbe8e60cde58045ce452f5"
"ITS726","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","0.9875248","2573b212705eeaea77ee699bb3363b8e"
"ITS727","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae","Cryptococcus","Cryptococcus_uniguttulatus","1.0000000","0ca98f8932d1f62150a6350cc2a025a0"
"ITS728","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_fatshederae","0.8360912","cb08f335108760e3fda38c386fb6472f"
"ITS729","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporonaceae","Trichosporonaceae","0.9886079","4e7c03f915ddb28dae121f47abe220b7"
"ITS730","Basidiomycota","Microbotryomycetes","Leucosporidiales","Leucosporidiaceae","Leucosporidium","Leucosporidium_creatinivorum","0.8667255","a24f51a42e5c55f757abff8d863cdac8"
"ITS731","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","Trichosporon_ovoides","0.9992628","a1283305f37b940e1cceb94db265c422"
"ITS732","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","0.9872433","c5f90980a1819b4b35a9b1f508f9f88b"
"ITS733","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora_terricola","0.9999982","e28f407c51190d0ad0fcc33d14ddb494"
"ITS734","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Zymoseptoria","Zymoseptoria_brevis","0.9992877","c1878540d83088103923f851ecfa5996"
"ITS735","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","ac860cc194b13e158629c601c3be116d"
"ITS736","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","c5046bebdbaef4c5bd6e70405f777c72"
"ITS737","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Neocallimastix","unidentified","0.9999281","95c1084bf08f5f1260d81ba32ef3afe3"
"ITS738","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum_domesticum","0.7489881","46660c5d18b00468ca8ab536e1223aa4"
"ITS739","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae","Cryptococcus","Cryptococcus_pseudolongus","0.9064501","d75c25a9ec0e064dfbb589d2deba81a7"
"ITS740","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Verrucocladosporium","Verrucocladosporium_dirinae","1.0000000","7b6633fe9e66394741d03a3ba8d9ae24"
"ITS741","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8817432","d8d2c3c659b187d5394ad391db2edd4e"
"ITS742","Basidiomycota","Tremellomycetes","Tremellales","Bulleraceae","Bullera","Bullera_unica","0.9999995","d8594e6ae91a6b30d695bf63c4e1b374"
"ITS743","Basidiomycota","Wallemiomycetes","Wallemiales","Wallemiaceae","Wallemia","Wallemia_muriae","0.9998699","9b11e77cce073acb957ca4e68926df3c"
"ITS744","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","Trichosporon_ovoides","0.9995190","af5271594509f1d354d72a28b1ebada1"
"ITS745","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","0.9999994","b8425ef8ffc5c34012d3044de8730a69"
"ITS746","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus_ruber","0.9386364","7fa8c5859e108276dd7200a825af03c6"
"ITS747","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales","Pleosporales","Pleosporales","0.8385141","97e4d627d06016b230fc3f169cfe64dd"
"ITS748","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus","0.8988612","8bbe696c03e677ac4bf1f9fac9bcb15a"
"ITS749","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","1.0000000","c4cce6f4b63597ddd3c3592e311b1935"
"ITS750","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus_caesiellus","0.7380254","f2842cba9ee8742950d9299bd2bd221c"
"ITS751","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","Trichosporon_ovoides","0.9994543","f63198d7e489e01f1c93b6031586ae71"
"ITS752","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum_domesticum","0.9999859","08277d492f6db8f24c0a08a577aa0d94"
"ITS753","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","Trichosporon_ovoides","0.9993989","d4042fd85bdf7fc9a7dd80df36a1700f"
"ITS754","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum_domesticum","0.7404340","5bf11a02463d5ff01bc6539b5c1f22dc"
"ITS755","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","0.9999894","726454e4f380de9812875ec6f596e61c"
"ITS756","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella","0.8899421","4fa1fbff0f75717a0a86e61253c18934"
"ITS757","Basidiomycota","Wallemiomycetes","Wallemiales","Wallemiaceae","Wallemia","Wallemia_muriae","0.9998943","d43369cd309094f43a739b78d7cd8c79"
"ITS758","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","93e00f8915c71b89568cf4c458d34b5c"
"ITS759","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","Trichosporon_ovoides","0.9994548","6dbb5fdedad1074b7a7531af787ea92c"
"ITS760","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula_diobovata","0.9917446","2e9910db0f22516eb6a153ecdedb3f6b"
"ITS761","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Septoria","Septoria_cretae","0.9909602","46a2b9b1147e2447b04a2a597c1ddefe"
"ITS762","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella_luteola","0.9999943","83cc9e5285bcaa350aae200f50b26e84"
"ITS763","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.9566130","070001c344f169a49f9f1271b92c9e3e"
"ITS764","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Cutaneotrichosporon","Cutaneotrichosporon","0.9963762","aa08918110ebeb5e49e33cd181dbd735"
"ITS765","Basidiomycota","Wallemiomycetes","Wallemiales","Wallemiaceae","Wallemia","Wallemia_muriae","0.9998859","921c43dadd983a950b51ba7dde2834c0"
"ITS766","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella_sinensis","0.9995851","cbc4498a9f62e5fe79faacaa7d83eb85"
"ITS767","Basidiomycota","Wallemiomycetes","Wallemiales","Wallemiaceae","Wallemia","Wallemia_muriae","0.9983109","1e0491cbb2b738216ad97efe494e5af5"
"ITS768","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Ramularia","Ramularia_pratensis","0.9664874","c8219a690c7606a826a5ee13bef48328"
"ITS769","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Dioszegia","Dioszegia_hungarica","0.9987782","8511fbc05a00f138866b478554f0d481"
"ITS770","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9209716","5bd4facaaa16fa89352a5a372f3d779b"
"ITS771","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Septoria","Septoria_cretae","0.9908373","5521d441c44f7c9b9a011e36294c4e54"
"ITS772","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Cutaneotrichosporon","Cutaneotrichosporon_debeurmannianum","0.8353789","868c54097a3c5e6a21bc0a18d94880ef"
"ITS773","Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Armillaria","Armillaria_borealis","1.0000000","55e44cb03d493c26dfdcd1e2eda7aaf0"
"ITS774","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","0.9824020","8df7f646ac4c04b91e95c097e8bfa4a9"
"ITS775","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria","Phaeosphaeria_caricicola","0.9183465","df79d2ced60867e10869d453d629f751"
"ITS776","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","ab33f7de25bf334b422a76cc96bbcc2d"
"ITS777","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus_caesiellus","0.7459053","6638cd48acb62a0a31888e7d98eee8e6"
"ITS778","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Cystobasidium","Cystobasidium_slooffiae","0.8066533","e8805a71efce7ca7dc18c55b037a1e1a"
"ITS779","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","bd145becd7df4370f8e7cc4a96011003"
"ITS780","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella","0.9550303","deb3cf9839fc673afe5f4b181480749a"
"ITS781","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus_ruber","0.9914221","9afb8ec1eb7178495980f7e24f4a985e"
"ITS782","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9948036","464510b3f621a6e7bd01cc0ef6520498"
"ITS783","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Dioszegia","Dioszegia_hungarica","0.9985663","26e3e5e86ad0dea051c6d9bb4de326a0"
"ITS784","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella_coprosmae","0.9907119","719dfdfef1eca8b2174aebf655d0e804"
"ITS785","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella_coprosmae","0.9907101","3a9a5e10d7769c9f63ad3771283e7f7d"
"ITS786","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","17c8c3e1bab1a67c0d84b2705743f816"
"ITS787","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9883637","860b661492b603f650b347f554b4ffe2"
"ITS788","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum_domesticum","0.7249449","de680a95b2ad49d0676c66b1d9a51614"
"ITS789","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9970030","7a8ceaa385834f555aed28962afbc94d"
"ITS790","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Ramularia","Ramularia_pratensis","0.9937475","a1e811d609c31f3f5c6df83aa63c9f68"
"ITS791","Basidiomycota","Tremellomycetes","Tremellales","Bulleraceae","Bullera","Bullera_unica","0.9999996","f4550940fa5052f59fd5d06d4b23f511"
"ITS792","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8621774","d9e82829f366109a04f22cbf651f175d"
"ITS793","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","734a902da6eac1758c41d12f74aeb87d"
"ITS794","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum_domesticum","0.7524371","898dab083b1019c6083d36d67a7d4c02"
"ITS795","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella_sinensis","0.9999104","f53f3c4ca91f9903228f54e70342bbc5"
"ITS796","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","abf7ec7d01a17c12b7eb74e66ef8e878"
"ITS797","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","0.9999880","ad7c55db5083cd13a1b111f33f9b7d7e"
"ITS798","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9941897","50de270be671ac794fc8bdbdfa071b2f"
"ITS799","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","0.9999923","8b1a8e9d6b31010337a5102adaa69194"
"ITS800","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum","0.7329550","44f380b15703d44d3f38f49256628b3e"
"ITS801","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales","Pleosporales","Pleosporales","0.8702114","49bb2e584b26126de02cf7b8f5ecb0af"
"ITS802","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Ophiosphaerella","Ophiosphaerella_aquatica","0.9999230","205536d388b347ad7e01d84a52a7af7c"
"ITS803","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","1c3fc5387b6a4975522a7417103fc148"
"ITS804","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus_sydowii","0.9999716","1d6fd2ea0d4c4c3fd82d80052a2dee9f"
"ITS805","Basidiomycota","Cystobasidiomycetes","Cystobasidiomycetes","Cystobasidiomycetes","Cystobasidiomycetes","Cystobasidiomycetes","0.9975129","e9159aff19bd7bb26a8a2b91643257cf"
"ITS806","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","8787eb0ab283407c7fe1e02d23fc626a"
"ITS807","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","Trichosporon_ovoides","0.9994130","2c35dc38ce47e57b5977de02d84e9f6a"
"ITS808","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus","0.9097669","86e0a305b73f0395c02a0640fd8b842c"
"ITS809","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum","0.7374723","548aad68c77d4e0b744f229bf5e7a25d"
"ITS810","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","0.9999990","69252bac8e8341e387818397700dd0e9"
"ITS811","Ascomycota","Ascomycota","Ascomycota","Ascomycota","Ascomycota","Ascomycota","0.7182203","e5d85e77909953c82715ff4002ac8d73"
"ITS812","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales","Pleosporales","Pleosporales","0.8386340","ca203c259f87ca806539166164e9379d"
"ITS813","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum_domesticum","0.7151997","e73073dd5df9388ee8c598c75cc0e1d3"
"ITS814","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","0.9899998","4126bb09e5f329fe25d816f575f67db7"
"ITS815","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremataceae","Papiliotrema","Papiliotrema_aurea","0.8629600","15699e4b3e83c15159662df76b2e1c57"
"ITS816","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Ramularia","Ramularia_pratensis","0.9709686","a441af68bc420858bdfc2c9a048e4a84"
"ITS817","Basidiomycota","Microbotryomycetes","Leucosporidiales","Leucosporidiaceae","Leucosporidium","Leucosporidium_creatinivorum","0.9999097","1c2cb3bb950b8c36c2aafc91f7588ca9"
"ITS818","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus","0.9229734","89f43849eec9240d3fe210133355b3af"
"ITS819","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum","0.7507478","215a4a8e9e523a1d44db91d6e7461a4c"
"ITS820","Ascomycota","Sordariomycetes","Sordariomycetes","Sordariomycetes","Sordariomycetes","Sordariomycetes","0.7114889","394524995fd687c5947296ae0e8b4ddd"
"ITS821","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9926436","3d564a1b0921e293d2f2ce5384f0e0c0"
"ITS822","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Dioszegia","Dioszegia_hungarica","0.9609930","f0040404ff9a84fc3ee5a8f38409759d"
"ITS823","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus_caesiellus","0.7408877","4df9ceadc23ea3974e672cbd8ea9f304"
"ITS824","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Ramularia","Ramularia_pratensis","0.9709832","aa72a05d131383ec8d846cdf1af26ea1"
"ITS825","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","0.9999986","4438f4d8daba49a6f182c4dbb8015e9d"
"ITS826","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Kluyveromyces","Kluyveromyces_marxianus","0.9999997","615bb60bd8d1a9c1dd8985eda75496ca"
"ITS827","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum","0.7579510","df2c1ccbcd76db67e23da5819f4c885e"
"ITS828","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremataceae","Papiliotrema","Papiliotrema_terrestris","0.8497115","6a29860dd8ae26260088c338dff56f7c"
"ITS829","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Cystofilobasidiaceae","Cystofilobasidium","Cystofilobasidium_infirmominiatum","0.9999887","09c3e83fa3f797f3c973a321cd5a938a"
"ITS830","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus","0.9199470","2bec68f590024d967412cd2095f1e48d"
"ITS831","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9848792","039ecad1f2ae29d8df1d309bce8c86b3"
"ITS832","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Pichia","Pichia_myanmarensis","0.9993699","f03f3b00b43792727558cd5e3fbdea05"
"ITS833","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9826721","42a4df78837acc9b9511d4e48b61e646"
"ITS834","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae","Cryptococcus","Cryptococcus_uniguttulatus","1.0000000","5fde88d31fe8e2d14cf41f37984ebf65"
"ITS835","Ascomycota","Dothideomycetes","Capnodiales","unidentified","unidentified","unidentified","0.7221263","c99fd3a82b3d737a7627fb6040d627a7"
"ITS836","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","38a05014f8dc4e35f7e5d059e546aef3"
"ITS837","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales","Saccharomycetales","Saccharomycetales","0.7190308","496b76b8d52cea1b6bf0db14867fbad1"
"ITS838","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum_domesticum","0.8020747","943c5f940e78520e0882b3c49a32962a"
"ITS839","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Neocallimastix","unidentified","0.9999902","2855abc5aa020b0816f6764cda009243"
"ITS840","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Mycosphaerella","Mycosphaerella_tassiana","0.9999355","ac5b6432f179e6b1a3e0e07ea75e8b1f"
"ITS841","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","Trichosporon_ovoides","0.9994396","bd23221aaaba6568b2fd7ea8d2698fc2"
"ITS842","Basidiomycota","Cystobasidiomycetes","Cystobasidiomycetes_ord_Incertae_sedis","Symmetrosporaceae","Symmetrospora","Symmetrospora_oryzicola","0.9999164","b3eae62e58d5c210e5dce1b9966d6a59"
"ITS843","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Didymellaceae","Didymellaceae","0.9241598","354114f93dfde70136508e82b0609117"
